bs,active experts,cache ratio,CPU,RAM (GB),GPU,switch-large-128/Pre-gated/CPU,switch-large-128/DeepSpeed/CPU
1,0,0.01,AMD EPYC 7V12 64-Core Processor,1771,NVIDIA A100-SXM4-80GB,43,27
1,0,0.03,AMD EPYC 7V12 64-Core Processor,1771,NVIDIA A100-SXM4-80GB,42,28
1,0,0.05,AMD EPYC 7V12 64-Core Processor,1771,NVIDIA A100-SXM4-80GB,44,28
1,0,0.1,AMD EPYC 7V12 64-Core Processor,1771,NVIDIA A100-SXM4-80GB,43,32
1,0,0.2,AMD EPYC 7V12 64-Core Processor,1771,NVIDIA A100-SXM4-80GB,44,39
